Time,Alpha_L1,Alpha_L2,Alpha_R1,Alpha_R2,AVz,Ay,Bk_Stat,Fx_L1,Fx_L2,Fx_R1,Fx_R2,Fy_L1,Fy_L2,Fy_R1,Fy_R2,Fz_L1,Fz_L2,Fz_R1,Fz_R2,GearStat,Lat_Targ,Lat_Veh,Pitch,PitchGL1,PitchGL2,PitchGR1,PitchGR2,PitchO1,Roll,RollGL1,RollGL2,RollGR1,RollGR2,RollO_1,Roll_E,Roll_L1,Roll_L2,Roll_R1,Roll_R2,Rot_L1,Rot_L2,Rot_R1,Rot_R2,Station,Steer_L1,Steer_R1,Steer_SW,VisO_1,Vx,VxTarget,Vxz_Fwd,Xctc_L1,Xctc_L2,Xctc_R1,Xctc_R2,Xo,X_L1,X_L2,X_Obj_1,X_R1,X_R2,Yaw,YawO_1,Yaw_L1,Yaw_L2,Yaw_R1,Yaw_R2,Yctc_L1,Yctc_L2,Yctc_R1,Yctc_R2,Yo,Y_L1,Y_L2,Y_Obj_1,Y_R1,Y_R2,Zgnd_L1,Zgnd_L2,Zgnd_R1,Zgnd_R2,Zo,Z_L1,Z_L2,Z_Obj_1,Z_R1,Z_R2
3.525, 5.509015128496, 2.325294333603, 6.031099619547, 2.38138857838, -18.13991566218, -0.7113922310816, 0, 434.1506564781, -39.77493440382, 464.3728952212, 6.063115558661, -5085.784671746, -2455.952653956, -2211.814935348, -622.3163880598, 6381.286617063, 4338.919105536, 2701.846639694, 1036.74318644, 6, 3.503320257535, 3.566175286698, 0.08831364006793, -0, -0, -0, -0, -0, -2.760773371734, 0, 0, 0, 0, 0, -2.760776653804, -2.225708513618, -1.829846310232, -1.928735390826, -1.976378532616, 57.73510625312, 57.43797556442, 57.68320470908, 57.41274738208, 117.1888575956, -5.138595799628, -5.638189869097, -100.0441858121, 1, 119.9394914712, 120, 119.9421075819, 117.2246111267, 114.3134636175, 117.1512893482, 114.2518366416, 117.1888575956, 117.2261125882, 114.3138884484, 133.8474836486, 117.1527423, 114.2523159711, -2.021037250286, 0, -7.159860759375, -2.399274193995, -7.658861726971, -2.412885551377, 4.404790171084, 4.509895043411, 2.734050011982, 2.836402020359, 3.566175286698, 4.416742797605, 4.520034269999, 1.39147696964, 2.744854695712, 2.847777328853, -0, -0, -0, 5.551115123126e-17, -0.007041086700229, 0.3099552195813, 0.31764794006, 0, 0.323734970566, 0.3299351699772
3.55, 5.803851891965, 2.544674366122, 6.357432370448, 2.618989702057, -19.08950289059, -0.727553381621, 0, 457.648127133, -37.56724002768, 483.0723152142, 5.265551769519, -5143.862346908, -2644.089431853, -2177.960979113, -634.3053928571, 6416.654101831, 4387.325683423, 2658.783047472, 990.776841519, 6, 3.50388660889, 3.539823509122, 0.09516347790512, -0, -0, -0, -0, -0, -2.830982970303, 0, 0, 0, 0, 0, -2.830986878323, -2.284496848275, -1.892261230086, -1.970223174303, -2.017564376481, 58.14773094868, 57.84873959076, 58.0944246296, 57.81718534176, 118.0209981062, -5.301770874456, -5.830691845299, -103.0391232101, 1, 119.9054158213, 120, 119.9082088773, 118.0637679713, 115.1534769468, 117.9763787651, 115.0782188848, 118.0209981062, 118.0654431266, 115.1540021632, 134.6749160058, 117.9779906234, 115.0788064997, -2.487761481475, 0, -7.789717082409, -2.870399667607, -8.317978615368, -2.896495008558, 4.378135498013, 4.50695298214, 2.708230920612, 2.834186241961, 3.539823509122, 4.390380773583, 4.517428004315, 1.180037072557, 2.719255588819, 2.845799991022, -5.551115123126e-17, -0, -0, -0, -0.006982817898091, 0.3098108327103, 0.3174561737107, 0, 0.3238875816736, 0.33009831047
3.575, 6.044608136348, 2.767633929398, 6.621686515929, 2.860500797923, -19.82578022827, -0.7410109834691, 0, 476.6752837291, -35.34019141107, 498.7362442717, 4.491691808179, -5185.484819608, -2809.463457839, -2149.086505989, -640.8030370254, 6443.62916929, 4426.485551302, 2625.497345268, 952.4605830261, 6, 3.503361632589, 3.508663487249, 0.102414163264, -0, -0, -0, -0, -0, -2.899005559773, 0, 0, 0, 0, 0, -2.899010194938, -2.34391088907, -1.952175002854, -2.015699952095, -2.05624931309, 58.56045614492, 58.25951747026, 58.50615040239, 58.22132395694, 118.8527270524, -5.388686253849, -5.939000905708, -104.5710853047, 1, 119.8686572812, 120, 119.8716218269, 118.9027355114, 115.9936354719, 118.8008796525, 115.9041430339, 118.8527270524, 118.9045795213, 115.9942698095, 135.5015634172, 118.8026466071, 115.9048465196, -2.975574424992, 0, -8.36433336319, -3.362478591034, -8.913950527319, -3.401516923541, 4.346590705848, 4.500191043185, 2.677630276223, 2.82829760183, 3.508663487249, 4.359132334001, 4.510987583616, 0.9806832402567, 2.688895865567, 2.840133321563, -0, -0, -0, -0, -0.006930352328162, 0.3096972808595, 0.3172989986306, 0, 0.3240027596568, 0.3302332628864
3.6, 6.227015926161, 2.991372172294, 6.819406157814, 3.102796323705, -20.37621751081, -0.7529736969011, 0, 492.8878314253, -33.19014794196, 512.8614581537, 3.802946753834, -5209.810523706, -2961.059743134, -2127.69621054, -648.9946559699, 6462.834276771, 4456.111369114, 2602.428631946, 922.4285301694, 6, 3.501289025417, 3.472719255739, 0.1099955155261, -0, -0, -0, -0, -0, -2.963333161602, 0, 0, 0, 0, 0, -2.963338627271, -2.402530605928, -2.008784357572, -2.064137838289, -2.091719327717, 58.97323076682, 58.67026532554, 58.91832547638, 58.62518757045, 119.6840107407, -5.399784037491, -5.962901454638, -104.5592002276, 1, 119.8292706556, 120, 119.8324174132, 119.7414090335, 116.8338415724, 119.6248313637, 116.7296586443, 119.6840107407, 119.7434141099, 116.8345924933, 136.3274020481, 119.6267474333, 116.7304840211, -3.479533177281, 0, -8.879199324661, -3.870399913145, -9.441615428856, -3.922673004607, 4.310179310579, 4.489372862179, 2.642268152033, 2.818504460472, 3.472719255739, 4.323013943799, 4.500472266404, 0.796287109459, 2.653790246929, 2.830541328183, -0, 5.551115123126e-17, -0, -0, -0.006885439686174, 0.3096125515341, 0.3171776820087, 0, 0.3240790249403, 0.3303378447844
3.625, 6.360439527368, 3.212313283145, 6.960428440232, 3.342001386307, -20.75793490682, -0.7628342166181, 0, 508.4097966206, -31.25048629381, 526.0845892791, 3.172545337534, -5226.210414803, -3086.471089126, -2111.365872677, -655.4123987729, 6476.004707523, 4479.731767638, 2586.845083438, 899.5093397421, 6, 3.497081923881, 3.432009301574, 0.1177199722201, -0, -0, -0, -0, -0, -3.023396260259, 0, 0, 0, 0, 0, -3.023402647661, -2.459358081761, -2.061603064094, -2.11402211659, -2.123774123531, 59.38603129348, 59.08094375652, 59.33088322953, 59.02879767087, 120.51481928, -5.349963106531, -5.918688018218, -102.9904628362, 1, 119.7875561203, 120, 119.7908418493, 120.5797086122, 117.6740010639, 120.4482459657, 117.5548055266, 120.51481928, 120.5818674175, 117.6748746505, 137.1524362036, 120.4503056576, 117.5557573346, -3.995125382763, 0, -9.344710098025, -4.389507838631, -9.912760521206, -4.455160049635, 4.268920877082, 4.474284969865, 2.602169686199, 2.804592355917, 3.432009301574, 4.282039715851, 4.485665485001, 0.6285467365203, 2.613955689785, 2.816808443854, -0, -0, -0, -0, -0.006846850876112, 0.3095504169833, 0.3170792129794, 0, 0.3241268406901, 0.3304165037315
3.65, 6.392775209044, 3.429039730372, 6.987454077709, 3.576326110567, -20.99501500634, -0.7715393737921, 0, 524.1443607548, -29.55022031817, 541.0743197563, 2.560191286561, -5232.513317172, -3201.763927158, -2097.796955151, -662.6597945377, 6483.994764799, 4499.274058891, 2575.437263452, 883.0847376225, 6, 3.488325201955, 3.386550613799, 0.1252764064497, -0, -0, -0, -0, -0, -3.078734420748, 0, 0, 0, 0, 0, -3.078741787137, -2.515727972725, -2.110693546936, -2.169054522338, -2.152490863127, 59.79881597613, 59.49151840929, 59.74382722839, 59.43217308681, 121.345127731, -5.190513217473, -5.752230430807, -99.84276173234, 1, 119.7442158832, 120, 119.7476034994, 121.4174981254, 118.5140292286, 121.2712313818, 118.3796127217, 121.345127731, 121.41979126, 118.5150303865, 137.9767393282, 121.2734201776, 118.3806941658, -4.518481281879, 0, -9.708250902289, -4.915918978087, -10.26937168602, -4.994819266453, 4.22283416532, 4.454742608578, 2.557310632001, 2.786375444736, 3.386550613799, 4.236237933011, 4.466382608524, 0.4791103112057, 2.569391503067, 2.798749294012, -0, -0, -0, -0, -0.006810146983434, 0.3095074018324, 0.3169964476709, 0, 0.3241577351925, 0.3304715635369
3.675, 6.347488815237, 3.638977869932, 6.9285852798, 3.802832283545, -21.09965240967, -0.7782636300971, 0, 541.1365265085, -28.20345035225, 557.4160696556, 1.886716563855, -5229.333178083, -3293.988638297, -2086.780146568, -671.3521908457, 6485.887302844, 4516.257973435, 2567.594017889, 873.7248465484, 6, 3.471276365272, 3.336361323064, 0.1323127191025, -0, -0, -0, -0, -0, -3.128981914538, 0, 0, 0, 0, 0, -3.128990266029, -2.570497065457, -2.155319782647, -2.226323222092, -2.177848753923, 60.21160294714, 59.90196066971, 60.15709941926, 59.83533106401, 122.1749188953, -4.948132720209, -5.494164088405, -95.08722645041, 1, 119.7002839085, 120, 119.7037677635, 122.2547366337, 119.3538492976, 122.0937769501, 119.2041063878, 122.1749188953, 122.25714764, 119.3549813305, 138.8004421957, 122.0960819461, 119.2053193084, -5.046066255782, 0, -9.993010561013, -5.446115169532, -10.53855866254, -5.537891115981, 4.171940727642, 4.430586803724, 2.507726073356, 2.763686242115, 3.336361323064, 4.185623984853, 4.442460450893, 0.3496151624698, 2.520116178593, 2.776196182173, -0, 5.551115123126e-17, -0, -0, -0.006769369544034, 0.3094872069966, 0.3169239239627, 0, 0.3241745452711, 0.3305009336337
3.7, 6.219110949551, 3.840695270352, 6.778895894865, 4.019737327462, -21.08706761956, -0.7838419886719, 0, 559.405166865, -27.16700218387, 575.6788414925, 1.133025356934, -5216.887885304, -3378.155410575, -2076.024915926, -681.2681438689, 6482.429489814, 4531.389129472, 2561.200828983, 870.0972867916, 6, 3.442176866107, 3.281458386555, 0.1385204697497, -0, -0, -0, -0, -0, -3.174107936045, 0, 0, 0, 0, 0, -3.174117221859, -2.623934721126, -2.195663493194, -2.285540188796, -2.200143828862, 60.62439670482, 60.31224809628, 60.57067058565, 60.23828860394, 123.0041821587, -4.620565435798, -5.143291174535, -88.68511983121, 1, 119.6568149615, 120, 119.6603733865, 123.091364341, 120.1933939004, 122.9159180831, 120.0283084292, 123.0041821587, 123.0938744342, 120.1946589317, 139.6236784624, 122.9183239198, 120.0296535649, -5.574787520552, 0, -10.19364340108, -5.977093089572, -10.71602853671, -6.081047618295, 4.116261270697, 4.401676823703, 2.453428659779, 2.736377467713, 3.281458386555, 4.130220667815, 4.413759258626, 0.2417034546854, 2.466141695647, 2.749003744943, -0, -0, -0, -0, -0.006718554417971, 0.309487002691, 0.3168590288023, 0, 0.3241851830715, 0.330509543579
3.725, 6.000988473954, 4.032161409999, 6.533332982006, 4.224730133196, -20.96067285359, -0.7873666586526, 0, 578.8222212276, -26.38989103999, 596.2510950854, 0.2366890492935, -5192.465303356, -3445.5024207, -2063.837460265, -692.7857865502, 6473.864167784, 4545.165541059, 2555.812559908, 871.3917303861, 6, 3.397282716003, 3.221863384067, 0.1436827266333, -0, -0, -0, -0, -0, -3.21406184105, 0, 0, 0, 0, 0, -3.214071957895, -2.676441146476, -2.231330781595, -2.346314266472, -2.219543323933, 61.03719695925, 60.7223645652, 60.98450679048, 60.64106330026, 123.8329138908, -4.203513177175, -4.696809848443, -80.59948781665, 1, 119.6150079269, 120, 119.6186297576, 123.9273290693, 121.0326008338, 123.7376980075, 120.8522410174, 123.8329138908, 123.9299167723, 121.0339994601, 140.4466124682, 123.7401861585, 120.8537180031, -6.101713320375, 0, -10.302916658, -6.505966626411, -10.7960391986, -6.621184479712, 4.055821602503, 4.367890611403, 2.394435157008, 2.704314497134, 3.221863384067, 4.070056693407, 4.380154842084, 0.1568912616567, 2.407483401561, 2.71703850535, 5.551115123126e-17, -0, 5.551115123126e-17, 5.551115123126e-17, -0.006653003315082, 0.3095058003349, 0.3168000392941, 0, 0.3241913651756, 0.3305003989839
3.75, 5.710301325443, 4.214597083185, 6.202147515005, 4.418758968416, -20.70440363895, -0.7834478755351, 0, 598.849855221, -25.29732550014, 601.0451154844, -0.8205375768765, -5151.409906794, -3497.955730976, -1971.305797377, -709.7603156154, 6460.117133789, 4548.352245942, 2454.637056613, 881.9062212426, 6, 3.332864552493, 3.157636945759, 0.1487060174225, -0, -0, -0, -0, -0, -3.245856897771, 0, 0, 0, 0, 0, -3.245867841803, -2.724894814688, -2.259809414804, -2.411952958522, -2.233680345491, 61.45000413253, 61.13229664227, 61.3985748004, 61.04367432347, 124.6611118244, -3.711271476657, -4.165859115082, -70.94087623776, 1, 119.5758521664, 120, 119.5795838976, 124.762608366, 121.8714092015, 124.5591433621, 121.6759270776, 124.6611118244, 124.7652507335, 121.8729390894, 141.2693873658, 124.5617018985, 121.6775325227, -6.623989387061, 0, -10.33223240321, -7.029710535141, -10.78683794162, -7.155050506055, 3.990685896455, 4.329145314256, 2.330756875617, 2.667402069955, 3.157636945759, 4.005179552717, 4.341552061429, 0.09421556543748, 2.344185952614, 2.680191158123, -0, -0, -0, -5.551115123126e-17, -0.006613754912858, 0.3095446910042, 0.3167819833211, 0, 0.3245531209551, 0.3304580249877
3.775, 5.342868643498, 4.383160144216, 5.796163852079, 4.596291582007, -20.27629656895, -0.7769968603065, 0, 619.8972866255, -24.09901872661, 619.399810923, -2.322822660139, -5081.267388905, -3527.341874764, -1883.892510818, -738.2050128296, 6436.596971803, 4531.648885793, 2369.177031586, 908.7175417274, 6, 3.245397670289, 3.088907462247, 0.154380731275, -0, -0, -0, -0, -0, -3.265285450209, 0, 0, 0, 0, 0, -3.265297316198, -2.765620742613, -2.277481738178, -2.472135978615, -2.239317871364, 61.86279156475, 61.5420294063, 61.81304904071, 61.4461436915, 125.4887897848, -3.140668989524, -3.554286318982, -59.9803632733, 1, 119.5403841721, 120, 119.5444227641, 125.5971613463, 122.709745732, 125.3803300234, 122.4994066024, 125.4887897848, 125.5998291089, 122.7114001074, 142.0921818354, 125.3829312469, 122.5011325731, -7.137749113152, 0, -10.27450524805, -7.544156578201, -10.68834142081, -7.678195321218, 3.920988048038, 4.285379408271, 2.262558094724, 2.625556972465, 3.088907462247, 3.9357050188, 4.297871236292, 0.05049619001739, 2.276340051961, 2.638359218407, -0, -0, -5.551115123126e-17, -0, -0.006641114083043, 0.3096218004649, 0.3168403892673, 0, 0.3248571663057, 0.3303567893081
3.8, 4.911428754556, 4.533409274374, 5.330246449489, 4.752449775897, -19.70262053614, -0.7714182457023, 0, 642.8546687482, -23.45497654576, 657.0916647641, -4.310189426765, -4973.569009079, -3527.730490253, -1862.757856618, -781.9185261892, 6403.803285258, 4492.12383233, 2376.430785756, 954.8575353628, 6, 3.134344927554, 3.015815853259, 0.1615453939336, -0, -0, -0, -0, -0, -3.268696388987, 0, 0, 0, 0, 0, -3.268709395517, -2.794587424942, -2.281646383805, -2.517829267686, -2.233993324274, 62.27554743635, 61.95154799094, 62.22787193465, 61.84849950015, 126.3159755939, -2.510471678471, -2.887298237163, -47.99501799855, 1, 119.5108344402, 120, 119.5152298614, 126.4309820865, 123.5475403566, 126.2013149215, 123.3227265823, 126.3159755939, 126.4336450647, 123.5493078825, 142.9153130747, 126.2039231472, 123.3245605854, -7.638987392199, 0, -10.1444793985, -8.044883668519, -10.52172591746, -8.185838384393, 3.846877983489, 4.23653973612, 2.190014135235, 2.578698076313, 3.015815853259, 3.86176092779, 4.249045246287, 0.02248666907916, 2.204057142, 2.591447497487, -0, -0, -5.551115123126e-17, -0, -0.006783150699883, 0.3097364182514, 0.3169868371307, 0, 0.3248188377405, 0.3301859550644
3.825, 4.415805660079, 4.659071342998, 4.806493448802, 4.880617191565, -19.0026126454, -0.7655324843725, 0, 665.3660855215, -23.37173861111, 703.9025082645, -6.859878532528, -4814.808337361, -3516.72299723, -1896.365107619, -832.5380130929, 6369.039386344, 4444.653218251, 2468.155106223, 1011.928854345, 6, 3.001512948792, 2.938438867857, 0.1697916561378, -0, -0, -0, -0, -0, -3.257680422235, 0, 0, 0, 0, 0, -3.257694741998, -2.813303968358, -2.274782921131, -2.5495452424, -2.219689374455, 62.68823883108, 62.36084957817, 62.6426784498, 62.25077688124, 127.1427128666, -1.828152900014, -2.174788514028, -35.24556060137, 1, 119.4889873546, 120, 119.4936296099, 127.2640687658, 124.3847422139, 127.0221707771, 124.1459321111, 127.1427128666, 127.2666988243, 124.3866106232, 143.7390503124, 127.0247524657, 124.1478610283, -8.124330877993, 0, -9.946294587592, -8.528413049194, -10.29355077054, -8.67414575604, 3.768445247967, 4.182543710182, 2.113200618939, 2.526717165146, 2.938438867857, 3.783443244007, 4.19500325954, 0.006957430582533, 2.127415828571, 2.539360850684, 5.551115123126e-17, 5.551115123126e-17, -0, 5.551115123126e-17, -0.00703981693756, 0.3098610224747, 0.3171653373531, 0, 0.3244689654156, 0.3299763675467
3.85, 3.867187227736, 4.755555924672, 4.238078359164, 4.975968888507, -18.15490054893, -0.7555002416257, 0, 685.144001234, -23.53782071216, 744.2965720924, -9.992447473388, -4581.983516715, -3511.107394912, -1944.565893668, -880.7855747212, 6338.357807983, 4413.030524563, 2605.258351278, 1066.854753313, 6, 2.848758931633, 2.856814488878, 0.1772805476188, -0, -0, -0, -0, -0, -3.238364379072, 0, 0, 0, 0, 0, -3.238379897122, -2.827397430932, -2.262578829471, -2.571835474795, -2.201992618969, 63.10081076831, 62.76994258265, 63.05698358429, 62.65302035905, 127.9690593593, -1.10806539753, -1.433376158019, -21.99255285935, 1, 119.4758448509, 120, 119.4804957244, 128.096432134, 125.2213065887, 127.8429652284, 124.9690720259, 127.9690593593, 128.099009115, 125.2232658504, 144.5635726544, 127.8454962652, 124.9710862118, -8.590344398335, 0, -9.69097977315, -8.991693484014, -10.017109398, -9.139872574092, 3.685744739933, 4.123276423989, 2.032155534871, 2.469470913666, 2.856814488878, 3.700835004063, 4.135658332996, 0.0006812219807213, 2.046484734931, 2.481990102634, -0, -0, -5.551115123126e-17, 5.551115123126e-17, -0.007347872439457, 0.3099716117763, 0.3172859168717, 0, 0.3239522561577, 0.3297755061572
3.875, 3.286869387345, 4.819641056048, 3.647456285858, 5.034967212094, -17.08059786775, -0.735399667352, 0, 699.2581876761, -23.25068092326, 766.5051933855, -13.74439030291, -4241.805881733, -3516.094340039, -1953.531943075, -921.0647069406, 6308.969753676, 4407.786606162, 2740.462976995, 1113.239229174, 6, 2.677926932328, 2.771030072007, 0.1817244450481, -0, -0, -0, -0, -0, -3.216654064314, 0, 0, 0, 0, 0, -3.216670260555, -2.842089736753, -2.249049041228, -2.589211387601, -2.185640666622, 63.513183602, 63.17883658765, 63.47042911605, 63.05528630067, 128.7950836094, -0.3685379372588, -0.6828654727993, -8.549490474919, 1, 119.4714005029, 120, 119.4758016883, 128.9280787573, 126.057169712, 128.6637883443, 125.792209356, 128.7950836094, 128.9305908957, 126.0592116574, 145.388944955, 128.6662546706, 125.7943026788, -9.032328408046, 0, -9.392292301633, -9.430800184375, -9.707635587186, -9.57903390389, 3.598885066292, 4.058618910552, 1.946961200128, 2.406805180475, 2.771030072007, 3.614072343275, 4.070912286687, 0, 1.961378234498, 2.41920925019, -0, -0, 5.551115123126e-17, -0, -0.007610486631033, 0.3100771980229, 0.3173084200468, 0, 0.3234438485886, 0.3296061611025
3.9, 2.712225467874, 4.846716162914, 3.071688551256, 5.052587288044, -15.66006915425, -0.7038581162247, 0, 703.1430812198, -21.82723390087, 768.3250088208, -18.28293692231, -3810.997109384, -3526.405824102, -1886.884600371, -956.4372089264, 6266.280824782, 4416.203093525, 2846.703640232, 1155.233031224, 6, 2.490848018667, 2.681317429164, 0.1815020662961, -0, -0, -0, -0, -0, -3.193650269961, 0, 0, 0, 0, 0, -3.193666310803, -2.857134714498, -2.233418252027, -2.601251122449, -2.170911316716, 63.92527143266, 63.58752783375, 63.88291367204, 63.45764496675, 129.6208655064, 0.3582726121132, 0.04436027451132, 4.630220820585, 1, 119.4750797101, 120, 119.479052968, 129.7590101479, 126.8922188155, 129.4847637506, 126.6154313738, 129.6208655064, 129.7614523189, 126.8943333272, 146.2151784186, 129.4871583749, 126.6175968284, -9.443072951283, 0, -9.075300185839, -9.839173452585, -9.390423106819, -9.985083628741, 3.508124108979, 3.988477467276, 1.857841808453, 2.338577261243, 2.681317429164, 3.523413294061, 4.000669479823, 0, 1.872321581136, 2.350876888043, -0, -0, -0, -0, -0.007737321893481, 0.3102322342455, 0.3172804269817, 0, 0.3230447560379, 0.3294528032564
3.925, 2.167952963223, 4.829206483425, 2.532198567828, 5.021180077492, -13.80778669208, -0.6628090385171, 0, 708.9910980104, -19.35757953525, 754.6709353217, -23.76093008119, -3334.134155594, -3519.236024896, -1741.312205491, -995.4055916009, 6190.993196163, 4409.961691515, 2916.525410764, 1203.647924777, 6, 2.289412613558, 2.588075535058, 0.1763813872407, -0, -0, -0, -0, -0, -3.1646138167, 0, 0, 0, 0, 0, -3.164628827182, -2.866750037316, -2.210247052772, -2.603539901675, -2.153144697553, 64.33705193403, 63.99598921958, 64.29457225568, 63.86018313888, 130.4464929804, 1.047618964528, 0.7255543470695, 17.29368038674, 1, 119.4864850513, 120, 119.4899665997, 130.589198055, 127.7262799181, 130.3060832364, 127.4388459324, 130.4464929804, 130.5915647616, 127.728450065, 147.0423216748, 130.3083991384, 127.4410697413, -9.812687651365, 0, -8.754930705027, -10.20694243595, -9.078393595573, -10.34828745367, 3.41389287924, 3.912797100792, 1.765166564713, 2.264663886385, 2.588075535058, 3.429260822941, 3.924849890748, 0, 1.779660220308, 2.276842364707, -5.551115123126e-17, -0, -0, 5.551115123126e-17, -0.007680117570941, 0.3105102039591, 0.3173086767461, 0, 0.3227839094367, 0.3292761349754
3.95, 1.67579402069, 4.757064305069, 2.048077552484, 4.930579416995, -11.42969924504, -0.6075510389883, 0, 707.4016771996, -15.71629406392, 743.289433104, -30.66169386513, -2730.201561525, -3471.670005466, -1541.382721108, -1047.068310231, 6069.99612453, 4360.872733127, 2967.942007476, 1270.268518822, 6, 2.076856324518, 2.491845047688, 0.1674025227653, -0, -0, -0, -0, -0, -3.120627211009, 0, 0, 0, 0, 0, -3.120640543826, -2.861027695285, -2.172086970329, -2.588235141538, -2.12462865806, 64.74844513263, 64.40417310863, 64.70569357163, 64.26300654724, 131.2720645768, 1.677282971457, 1.341529877958, 29.18966369432, 1, 119.5060894387, 120, 119.5091189453, 131.4186002277, 128.5591325956, 131.1279884613, 128.2625764483, 131.2720645768, 131.4208816098, 128.561331554, 147.8705533192, 131.1302140917, 128.2648336659, -10.12932536345, 0, -8.441588041354, -10.52148603346, -8.778907137022, -10.65620637123, 3.316778251521, 3.831568317294, 1.669435190507, 2.184971024127, 2.491845047688, 3.332150523561, 3.843408054452, 0, 1.683846979217, 2.196967262926, -0, -0, -5.551115123126e-17, -0, -0.007445940139605, 0.3109626742147, 0.3174997989896, 0, 0.3225961612996, 0.3290338422124
3.975, 1.251346373872, 4.617020610265, 1.631754652886, 4.767549970704, -8.51690013559, -0.5484116779471, 0, 714.5278513329, -11.87414999757, 716.0657956333, -39.07616279652, -2113.827385204, -3363.863550204, -1337.850632694, -1117.242979595, 5897.540359017, 4253.336942016, 3055.196989539, 1363.459727172, 6, 1.857623343202, 2.393284093228, 0.1560224746761, -0, -0, -0, -0, -0, -3.05169701975, 0, 0, 0, 0, 0, -3.05170834513, -2.828549207988, -2.111885212366, -2.544950144744, -2.077555813079, 65.15945189111, 64.81201609237, 65.11650226534, 64.66624630556, 132.0976946326, 2.220832151361, 1.868481460386, 40.026630188, 1, 119.5343926741, 120, 119.5370001811, 132.2471715723, 129.3905217963, 131.9507534723, 129.0867629969, 132.0976946326, 132.2493537222, 129.3927121034, 148.7000557689, 131.952871314, 129.0890165128, -10.37943331105, 0, -8.148183633837, -10.7679782543, -8.502232338019, -10.89401422856, 3.217485825305, 3.744818488359, 1.571272338896, 2.099424227802, 2.393284093228, 3.23272651831, 3.756335446685, 0, 1.585439372947, 2.111133157222, -0, -0, -5.551115123126e-17, -0, -0.007080935855843, 0.3116141412455, 0.3179132571114, 0, 0.3222818287465, 0.3286962601224
4, 0.8846557262846, 4.396750172379, 1.269000037716, 4.520049557058, -5.168640790131, -0.4913226922997, 0, 721.8377657605, -8.946043938885, 700.9863570353, -48.26670713517, -1533.3520506, -3206.141472029, -1172.12121847, -1194.070016537, 5685.630157083, 4097.76773867, 3197.087480413, 1475.098617608, 6, 1.636202039523, 2.293006312667, 0.1433103932123, -0, -0, -0, -0, -0, -2.952788784833, 0, 0, 0, 0, 0, -2.952798029651, -2.763652502534, -2.028084212271, -2.470267834488, -2.009149452491, 65.56999307455, 65.21945733086, 65.52732605143, 65.07005830239, 132.9234880236, 2.668945657788, 2.301027512148, 49.54078122404, 1, 119.5724552508, 120, 119.5745615468, 133.0748573309, 130.2202141655, 132.7746504728, 129.911524342, 132.9234880236, 133.0769228425, 130.2223533625, 149.5310660163, 132.7766403547, 129.9137313124, -10.55086931565, 0, -7.871892846345, -10.93311963329, -8.241584559235, -11.04798770274, 3.116677829553, 3.652597227629, 1.471240435249, 2.007976552533, 2.293006312667, 3.131616996761, 3.663671441716, 0, 1.484978620788, 2.019279879005, -0, -0, -0, -0, -0.006647022746456, 0.3124211699954, 0.3185101822159, 0, 0.3217712760804, 0.3282939549491
4.025, 0.5544847588946, 4.086918489125, 0.9361473669625, 4.179232999463, -1.460757819748, -0.4315565675994, 0, 715.9143144584, -6.802695350883, 690.7542491714, -57.36938498885, -1011.012260899, -3009.969450304, -959.7269266049, -1258.617289379, 5461.471693571, 3926.116127539, 3373.999826979, 1586.852423628, 6, 1.417088968198, 2.191518146799, 0.1292871155296, -0, -0, -0, -0, -0, -2.825772686658, 0, 0, 0, 0, 0, -2.825779886545, -2.668380754974, -1.924189171493, -2.368534988816, -1.922866819347, 65.9800657015, 65.62645667805, 65.9382869487, 65.47461019328, 133.7495346982, 3.026127915074, 2.647215261009, 57.51691050766, 1, 119.6205884812, 120, 119.6220220123, 133.9016020744, 131.0480279868, 133.5999195647, 130.736957989, 133.7495346982, 133.9035326981, 131.0500752181, 150.3637044222, 133.6017633806, 130.7390786957, -10.6338133061, 0, -7.598365822298, -11.00659802468, -7.979053951505, -11.10717079766, 3.01490213729, 3.554961823058, 1.36979537601, 1.910601884914, 2.191518146799, 3.029374637691, 3.565487443199, 0, 1.382949699612, 1.921404060754, -0, -5.551115123126e-17, -0, -0, -0.00619396465774, 0.313281320586, 0.3191702407034, 0, 0.3211358598137, 0.327894168969
