Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1,Fy_L1,Fz_L1,Mx_L1,Mz_L1
       0.0485, -0.000342516374076, 0.197973355651, 0.191797167063, -144.09916687,  -248.2315979, 5110.79882812, -7.1339931488, 6.27920055389
        0.049, -0.000204545620363, 0.197689726949, 0.19183370471, -144.598831177, -247.923690796, 5103.73925781, -7.12572288513, 6.26081132889
       0.0495, -6.26043911325e-05, 0.19740781188, 0.191861853004, -144.332138062, -247.620040894, 5095.50585938, -7.10198354721, 6.24559211731
         0.05, 8.28909032862e-05, 0.197120949626, 0.191881611943, -143.619476318, -247.371017456, 5088.48339844, -7.0259604454,  6.2207608223
       0.0505, 0.000231378944591, 0.196837112308, 0.19189286232, -142.211608887, -247.127487183, 5081.65917969, -6.95692014694, 6.19753837585
        0.051, 0.000382032856578, 0.196555033326, 0.19189581275, -140.351791382, -246.94354248, 5075.33398438, -6.85124444962, 6.16933774948
       0.0515, 0.000534133985639, 0.196277529001, 0.191890507936, -138.337783813, -246.77696228, 5069.73388672, -6.74410867691, 6.13595819473
        0.052, 0.000686468614731, 0.196007028222, 0.191877141595, -136.208526611, -246.658843994, 5064.51074219, -6.62946605682, 6.10590839386
       0.0525, 0.000838353706058, 0.195743814111, 0.191855952144, -133.990966797, -246.577087402, 5060.90820312, -6.49602174759, 6.07181072235
        0.053, 0.000988570973277, 0.195494040847, 0.191827222705, -131.840698242, -246.477493286, 5056.72851562, -6.3806219101, 6.04330348969
       0.0535, 0.00113602238707, 0.195251628757, 0.191791281104, -130.059295654, -246.434463501,  5053.9453125, -6.22915744781, 6.01186656952
        0.054, 0.00127977982629, 0.195023342967, 0.191748350859, -128.354217529, -246.36769104, 5051.53369141, -6.10603713989,   5.991792202
       0.0545, 0.00141869008075, 0.194807216525, 0.191698879004,  -126.8383255, -246.316268921, 5049.11865234, -5.97540998459, 5.97446298599
        0.055, 0.00155194080435, 0.194601133466, 0.191643118858, -125.667556763, -246.237670898, 5047.16308594, -5.84245491028, 5.95734262466
       0.0555, 0.00167843454983, 0.194406211376, 0.191581338644, -124.677520752, -246.134414673, 5044.70458984,  -5.726167202, 5.95046854019
        0.056, 0.0017976827221, 0.194218531251, 0.191513821483, -123.760848999, -246.028121948, 5043.03466797, -5.59621953964,  5.9406747818
       0.0565, 0.00190895469859, 0.194042265415, 0.19144077599, -122.886108398, -245.851654053, 5039.94970703, -5.49941635132, 5.93488073349
        0.057, 0.00201175292023, 0.19386908412, 0.191362425685, -122.16973877, -245.685714722, 5037.11865234, -5.39818811417, 5.93192577362
       0.0575, 0.00210592732765, 0.193702548742, 0.191278800368, -121.270812988, -245.486358643, 5034.01855469, -5.32823753357, 5.92985153198
        0.058, 0.00219129119068, 0.193540662527, 0.191190108657, -120.132507324, -245.254745483, 5029.85400391, -5.28610754013, 5.93299484253
       0.0585, 0.00226793228649, 0.193379357457, 0.191096320748, -118.857017517, -245.008071899, 5025.74511719, -5.24474239349, 5.93444633484
        0.059, 0.0023358319886, 0.19322039187, 0.19099740684, -117.223594666, -244.719802856, 5020.69873047, -5.25425481796, 5.94539833069
       0.0595, 0.00239544035867, 0.193058893085, 0.190893352032, -115.149620056, -244.428451538, 5016.08740234, -5.25783920288, 5.95600318909
         0.06, 0.00244700512849, 0.192898511887, 0.190784052014, -112.63343811, -244.058898926, 5010.36132812, -5.30011606216, 5.97087049484
       0.0605, 0.00249091652222, 0.192733168602, 0.190669447184, -109.80783844, -243.683013916, 5004.87988281, -5.33986520767, 5.99040365219
        0.061, 0.00252774730325, 0.192565888166, 0.190549373627, -106.481765747, -243.263305664, 4999.82958984, -5.39234638214, 6.01013469696
       0.0615, 0.00255786720663, 0.192397743464, 0.190423816442, -102.672073364, -242.787521362, 4994.06689453, -5.46377754211, 6.03537464142
        0.062, 0.00258178426884, 0.192224621773, 0.190292701125,  -98.61769104, -242.303009033, 4989.26220703, -5.51760721207, 6.05238008499
       0.0625, 0.00259975274093, 0.192052394152, 0.19015596807, -94.2306137085, -241.767654419, 4984.28662109, -5.59912109375, 6.07132387161
        0.063, 0.00261225923896, 0.191879287362, 0.190013676882, -89.5841369629, -241.242996216, 4980.33935547, -5.67080783844, 6.08374500275
       0.0635, 0.00261949584819, 0.191710695624, 0.189865916967, -84.8280410767, -240.696228027, 4976.31005859, -5.75572395325, 6.08534669876
        0.064, 0.00262167304754, 0.191544651985, 0.189712822437, -80.1688232422, -240.16015625, 4972.88623047, -5.84951925278,  6.0870718956
       0.0645, 0.00261905789375, 0.191384747624,  0.1895544976, -75.6010437012, -239.656356812, 4970.64648438, -5.93458843231, 6.07875394821
        0.065, 0.00261167623103, 0.191234737635, 0.189391225576, -71.1992721558, -239.131820679, 4967.88037109, -6.04366970062, 6.06945037842
       0.0655, 0.00259969942272, 0.191089719534, 0.189223229885, -67.244644165, -238.661560059, 4966.29345703, -6.12584114075, 6.05395507812
        0.066, 0.00258297356777, 0.19095505774, 0.189050659537, -63.6771965027, -238.194351196, 4964.65185547, -6.2296628952, 6.03904676437
       0.0665, 0.00256164208986, 0.19082762301, 0.188873812556, -60.5171279907, -237.76423645, 4963.55078125, -6.31895017624,  6.0232462883
        0.067, 0.00253549264744, 0.19070969522, 0.188692912459, -57.8336868286, -237.345809937, 4962.27783203, -6.38916254044,  6.0021109581
       0.0675, 0.00250436016358, 0.190598681569, 0.188508197665, -55.6582374573, -236.942993164,   4960.796875, -6.4593834877, 5.98919296265
        0.068, 0.00246818875894, 0.190493330359, 0.188319787383, -53.898815155, -236.581451416, 4959.99462891, -6.49446821213, 5.97008419037
       0.0685, 0.00242669903673, 0.190395891666, 0.188127890229, -52.4708061218, -236.199493408, 4957.88476562, -6.52816867828, 5.95394945145
        0.069, 0.00237994384952, 0.190299227834, 0.187932640314, -51.499294281, -235.866943359, 4956.15087891, -6.52646207809, 5.93413352966
       0.0695, 0.0023277127184, 0.190206930041, 0.187734022737, -50.8162460327, -235.554519653, 4953.86230469, -6.51548147202, 5.90968608856
         0.07, 0.00227019982412, 0.190115913749, 0.187532186508, -50.3209991455, -235.264907837, 4951.19970703, -6.4924249649, 5.88493299484
       0.0705, 0.00220744940452, 0.19002585113, 0.187327116728, -50.0241165161, -235.029647827, 4948.21582031, -6.44170093536, 5.85299777985
        0.071, 0.00213962863199, 0.189936265349, 0.187118798494, -49.878036499, -234.809829712, 4944.54492188, -6.40226316452, 5.82605457306
       0.0715, 0.00206719664857, 0.189845144749, 0.186907202005, -49.7649116516, -234.646560669, 4941.50537109, -6.33299064636, 5.79645824432
        0.072, 0.00199032505043, 0.189756438136, 0.186692297459, -49.5836982727, -234.476669312, 4937.31103516, -6.27133512497, 5.76861286163
       0.0725, 0.00190970604308, 0.189663916826, 0.186474069953, -49.4536705017, -234.357376099,  4933.6171875, -6.18887233734, 5.74604225159
        0.073, 0.00182574661449, 0.189572110772, 0.186252355576, -49.2662353516, -234.248458862, 4930.02246094, -6.09772348404, 5.72649288177
       0.0735, 0.00173917145003, 0.189480423927, 0.186027228832, -48.9515457153, -234.119003296, 4926.28515625, -6.00645542145, 5.71658086777
        0.074, 0.00165064877365, 0.189387649298, 0.185798630118, -48.6015777588, -234.01335144,    4923.09375, -5.88290691376, 5.70369672775
       0.0745, 0.00156078382861, 0.189295813441, 0.18556651473, -48.2447662354, -233.87411499, 4919.71240234, -5.77134847641, 5.70109081268
        0.075, 0.00147051096428, 0.189203083515, 0.185330942273, -47.8799591064, -233.751693726, 4917.57226562, -5.64711380005, 5.69785261154
       0.0755, 0.00138030061498, 0.18911537528, 0.185091972351, -47.4789390564, -233.606674194, 4914.96191406, -5.52372932434, 5.69162607193
        0.076, 0.00129102007486, 0.189028203487, 0.184849753976, -47.2107963562, -233.46333313, 4913.13818359, -5.41247034073,  5.6905298233
       0.0765, 0.00120314094238, 0.18894597888, 0.184604346752, -47.0549850464, -233.340896606, 4912.01660156, -5.30210733414,  5.6840929985
        0.077, 0.00111720093992, 0.188870459795, 0.184355974197, -46.9834136963, -233.187942505, 4910.72021484, -5.22805833817,  5.6809091568
       0.0775, 0.00103370042052, 0.188799783587, 0.184104859829, -47.1061058044, -233.070083618, 4910.17236328, -5.1513800621, 5.67633056641
        0.078, 0.000952765520196, 0.188737392426, 0.183851152658, -47.4637641907, -232.926589966, 4909.37890625, -5.11539077759, 5.67716503143
       0.0785, 0.000874871911947, 0.188680306077, 0.183595091105, -48.0590858459, -232.785888672, 4909.40136719, -5.09319067001,  5.6799955368
        0.079, 0.000799897650722, 0.188632339239, 0.18333683908, -48.8549575806, -232.611495972, 4908.78076172, -5.07684803009, 5.68283224106
       0.0795, 0.000728050654288, 0.188588321209, 0.183076620102, -49.976852417, -232.402420044, 4908.22412109, -5.08891534805,  5.6972026825
         0.08, 0.000659238023218, 0.188549265265, 0.182814478874, -51.390411377, -232.170288086, 4908.02832031, -5.09029722214, 5.70693016052
       0.0805, 0.000593299919274, 0.188515856862, 0.182550594211, -53.0107879639, -231.853622437, 4906.82617188, -5.11396741867, 5.72088813782
        0.081, 0.00053023872897, 0.188482433558, 0.182285040617, -54.9007453918, -231.524841309, 4905.92041016, -5.1277513504, 5.73205184937
       0.0815, 0.000469628837891, 0.188452005386, 0.182017803192, -57.0212860107, -231.154144287, 4904.28662109, -5.15617895126, 5.73859119415
        0.082, 0.000411516753957, 0.188420683146, 0.18174892664, -59.3271713257, -230.756500244, 4902.87353516, -5.19982719421, 5.74268913269
       0.0825, 0.00035549144377, 0.188391268253, 0.181478410959, -61.7390823364, -230.362579346, 4900.73046875, -5.24098539352, 5.73607826233
        0.083, 0.000301505235257,  0.1883597821, 0.181206271052, -64.3257827759, -229.959014893, 4898.35986328, -5.31780147552,  5.7325463295
       0.0835, 0.000249483564403, 0.188326880336, 0.180932372808, -67.0408172607, -229.587417603, 4896.48779297, -5.38906002045, 5.72271823883
        0.084, 0.000199255649932, 0.188295036554, 0.180656760931, -69.7838516235, -229.178939819, 4893.68310547, -5.48658323288, 5.71325063705
       0.0845, 0.000151109677972, 0.188259035349, 0.180379375815, -72.6282196045, -228.80607605, 4891.50830078, -5.5773730278, 5.70431566238
        0.085, 0.00010491397552, 0.188223481178, 0.180100128055, -75.5227279663, -228.422851562, 4889.09082031, -5.66859531403, 5.69396305084
       0.0855, 6.10813149251e-05, 0.188185825944, 0.17981903255, -78.4076004028, -228.02293396, 4887.13574219, -5.7653594017, 5.68661117554
        0.086, 1.96361470444e-05, 0.188148766756, 0.179536059499, -81.216468811,  -227.6378479, 4885.19042969, -5.82898569107, 5.67239904404
       0.0865, -1.91330273083e-05, 0.188111945987, 0.179251253605, -83.9734725952,  -227.2237854, 4883.30273438, -5.89886045456, 5.66150903702
        0.087, -5.4925938457e-05, 0.188075765967, 0.17896464467, -86.6502838135, -226.843734741, 4882.49951172, -5.94610023499, 5.64358615875
       0.0875, -8.76879421412e-05, 0.18804526329, 0.178676337004, -89.1459274292, -226.458175659, 4881.10839844, -5.98555850983,   5.620054245
        0.088, -0.000116906951007, 0.188015669584, 0.178386464715, -91.5617675781, -226.124649048, 4880.62792969, -6.0194029808, 5.59842777252
       0.0885, -0.000142567558214, 0.187992334366, 0.178095072508, -93.9011001587, -225.836898804, 4880.28662109, -6.0428352356, 5.57322788239
        0.089, -0.000164209472132, 0.187973871827, 0.177802413702, -96.1388549805, -225.566040039, 4880.25390625, -6.07680177689, 5.55293130875
       0.0895, -0.000181737123057, 0.187960922718, 0.177508577704, -98.2842407227, -225.367584229, 4880.45117188, -6.08191728592, 5.53108072281
         0.09, -0.000195004351554, 0.18795311451, 0.177213728428, -100.35836792, -225.173782349, 4880.38427734, -6.09887599945,  5.5188832283
       0.0905, -0.000203835938009, 0.18794849515, 0.176917985082, -102.367965698, -225.025405884,   4881.203125, -6.09586906433, 5.50641059875
        0.091, -0.000208537880098, 0.187950983644, 0.176621481776, -104.217079163, -224.879669189, 4881.08398438, -6.07194757462, 5.49330472946
       0.0915, -0.000208981597098, 0.187954619527, 0.176324382424, -105.999763489, -224.741912842, 4881.32519531, -6.04345703125, 5.48710012436
        0.092, -0.000205625867238, 0.187962532043, 0.176026701927, -107.727867126, -224.628387451, 4881.45556641, -5.97918987274, 5.47559547424
       0.0925, -0.00019860258908,  0.1879735291, 0.175728604198, -109.368995667, -224.484207153, 4881.15283203, -5.91595172882, 5.46507835388
        0.093, -0.000188263380551, 0.18798583746, 0.175430089235, -110.981147766, -224.389373779, 4880.86279297, -5.82508945465, 5.45040655136
       0.0935, -0.000175005494384, 0.188000276685, 0.175131216645, -112.637443542, -224.296936035, 4879.89453125, -5.74388122559, 5.43778181076
        0.094, -0.000158881666721, 0.18801394105, 0.174831986427, -114.388877869, -224.239944458, 4879.52929688, -5.66167116165,  5.4247174263
       0.0945, -0.000140480842674, 0.188030734658, 0.174532398582, -116.160926819, -224.191741943, 4878.16796875, -5.57162714005, 5.40963506699
        0.095, -0.000119844880828, 0.188044652343, 0.174232468009, -118.016716003, -224.15435791, 4876.96582031, -5.50229215622, 5.40447902679
       0.0955, -9.74775248324e-05, 0.188058286905, 0.173932060599, -119.941307068, -224.136123657, 4875.94287109, -5.41538476944, 5.39573860168
        0.096, -7.36754445825e-05, 0.188071787357, 0.173631221056, -121.833656311, -224.075057983, 4874.42285156, -5.34617805481, 5.39186620712
       0.0965, -4.87482975586e-05, 0.188082918525, 0.173329889774, -123.710121155, -224.028045654,   4873.328125, -5.26644849777, 5.38859558105
        0.097, -2.31573212659e-05, 0.188094347715, 0.173028022051, -125.55896759, -223.955368042, 4871.90185547, -5.19253158569, 5.38448858261
       0.0975, 3.07699383484e-06, 0.188103958964, 0.172725602984, -127.373039246, -223.867248535, 4871.30908203, -5.13400125504, 5.38175725937
        0.098, 2.94595120067e-05, 0.188116386533, 0.172422647476, -129.079040527, -223.769393921,  4870.2890625, -5.0642952919, 5.37471246719
       0.0985, 5.60806183785e-05, 0.188127696514, 0.172119230032, -130.746246338, -223.655914307,  4869.6796875, -5.02718114853, 5.37355995178
